dominio,subdominio,titulo,colecao,classificado_por,classificado_em
"","",10 Ways to Tell if Your President Is a Dictator,pessoal,"",""
"","",1808,pessoal,"",""
"","",1889,pessoal,"",""
"","",23 Things They Don't Tell You about Capitalism,pessoal,"",""
"","",A diplomacia na construção do Brasil: 1750-2016,pessoal,"",""
"","",A elite do atraso,pessoal,"",""
"","",After the Welfare State: You Can Get It Back,pessoal,"",""
"","",A Mathematician's Lament,pessoal,"",""
"","",Antifragile: Things That Gain from Disorder,pessoal,"",""
"","",Apresentação do PowerPoint,firma,"",""
"","",Aula 2: Variáveis Aleatórias Discretas e Contínuas e suas Principais Distribuições.,pessoal,"",""
"","",Bitcoin White Paper,pessoal,"",""
"","",Bright Minds and Dark Attitudes: Lower Cognitive Ability Predicts Greater Prejudice Through Right-Wing Ideology and Low Intergroup Contact,pessoal,"",""
"","",Diplomacia da ruptura,pessoal,"",""
"","",Economia — Manual do Candidato,pessoal,"",""
"","",Economics: The User's Guide — A Pelican Introduction,pessoal,"",""
"","",Fire and Fury,pessoal,"",""
"","",Fixing the Lower Back/Hip Complex,pessoal,"",""
"","",Fooled by Randomness,pessoal,"",""
"","",Fundamentação da Metafísica dos Costumes,pessoal,"",""
"","",Genghis: Birth of an Empire,pessoal,"",""
"","",Hegel como pensador conservador,pessoal,"",""
"","","História da Geografia — Geografia, Manual do Candidato",pessoal,"",""
"","",História das Relações Internacionais Contemporâneas: da sociedade internacional do século XIX à era da globalização,pessoal,"",""
"","",História do Brasil — Manual do Candidato,pessoal,"",""
"","",How to Win Friends and Influence People,pessoal,"",""
"","",Interdependence and Global Justice,pessoal,"",""
"","",Intermittent Fasting: Your Ultimate Guide,pessoal,"",""
"","",Introduction to Game Theory,pessoal,"",""
"","",Investment Valuation,pessoal,"",""
"","",Macunaíma,pessoal,"",""
"","",Manual de Redação Oficial e Diplomática do Itamaraty,pessoal,"",""
"","","Meditations: A New Translation, with an Introduction, by Gregory Hays",pessoal,"",""
"","",Noções de Direito e Direito Internacional — Manual do Candidato,pessoal,"",""
"","",Nonviolent Communication,firma,"",""
"","",O Corpo Fala,pessoal,"",""
"","","On the Concepts ""State"" and ""State Organs"" in Constitutional Law",pessoal,"",""
"","",Philosophical Investigations,pessoal,"",""
"","",Política Internacional,pessoal,"",""
"","",Por uma outra globalização: do pensamento único à consciência universal,pessoal,"",""
"","","Resumo de MORAES, Antonio Carlos Robert. Geografia: Pequena História Crítica",pessoal,"",""
"","",Sapiens: A Brief History of Humankind,pessoal,"",""
"","","Scale: The Universal Laws of Growth, Innovation, Sustainability and the Pace of Life",pessoal,"",""
"","","Structure, Sign, and Play in the Discourse of the Human Sciences",pessoal,"",""
"","",Teoria dos Direitos Fundamentais,firma,"",""
"","",The Black Swan: The Impact of the Highly Improbable,pessoal,"",""
"","",The Burnout Society,pessoal,"",""
"","",The Dictator's Handbook: Why Bad Behavior is Almost Always Good Politics,pessoal,"",""
"","",The End of the World is Just the Beginning,pessoal,"",""
"","",The State of Dark Data,firma,00000000-0000-0000-0000-000000000002,2026-08-08
"","",The Transparency Society,pessoal,"",""
"","",Tractatus Logico-Philosophicus,pessoal,"",""
"","",Valuation: como precificar ações,pessoal,"",""
arquiteturas,"",A documentation framework for architecture decisions,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",An Ontology-based Approach for Domain-driven Design of Microservice Architectures,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",A Philosophy of Software Design,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Building Event-Driven Microservices,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Building Microservices (2nd),firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Capturing and Using Software Architecture Knowledge for Architecture-Based Software Development,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Cartilha de Governança de Dados — Volume III: Papéis e Responsabilidades de Governança de Dados no Poder Executivo Federal,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Decreto nº 8.777/2016 — Política de Dados Abertos do Poder Executivo federal,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Designing Data-Intensive Applications,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"","Design Rules, Vol. 1",firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Documenting Architecture Decisions,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"","Domain-Driven Design in Software Development: A Systematic Literature Review on Implementation, Challenges, and Effectiveness",firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Enterprise Integration Patterns,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Foundational Principles of Enterprise Business Architecture Methodology,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,"","Guia Prático de Gestão de Processos: gestão que simplifica, conecta e entrega — 2ª edição",firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Life beyond Distributed Transactions: an Apostate's Opinion,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"","Modelo de Maturidade de Dados (MMD) — Poder Executivo Federal, Versão 1.2",firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",No Silver Bullet: Essence and Accident in Software Engineering,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",On the criteria to be used in decomposing systems into modules,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"",Ontology of architectural design decisions in software-intensive systems,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"","Systems thinking, systems practice",firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,"","Time, Clocks, and the Ordering of Events in a Distributed System",firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,arquitetura-dados,DAMA-DMBOK: Data Management Body of Knowledge,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,arquitetura-dados,Data Governance (2nd),firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,arquitetura-dados,Data Mesh,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,arquitetura-dados,Expanded Data Architecture Cheat Sheet,firma,00000000-0000-0000-0000-000000000002,2026-08-08
arquiteturas,arquitetura-negocios,BIZBOK Guide,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,arquitetura-negocios,"The TOGAF Standard, Version 9.2",firma,00000000-0000-0000-0000-000000000002,2026-08-04
arquiteturas,arquitetura-software,Clean Architecture: A Craftsman's Guide to Software Structure and Design,firma,00000000-0000-0000-0000-000000000002,2026-08-05
arquiteturas,arquitetura-software,Continuous Architecture in Practice,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,arquitetura-software,Fundamentals of Software Architecture (2025),firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,arquitetura-software,Software Architecture in Practice (3rd Edition),firma,00000000-0000-0000-0000-000000000002,2026-08-04
arquiteturas,design-dominios,Architecture Modernization,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,design-dominios,Domain-Driven Design,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,design-dominios,Implementing Domain-Driven Design,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,design-dominios,Learning Domain-Driven Design,firma,00000000-0000-0000-0000-000000000000,2026-07-31
arquiteturas,design-dominios,Software Architecture Knowledge Management: Theory and Practice,firma,00000000-0000-0000-0000-000000000000,2026-07-31
capacidade-estatal,ce-fundamentacao,Absorptive Capacity: A New Perspective on Learning and Innovation,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Affordances and Information Systems Research: Taking Stock and Moving Forward,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,A Foundation for the Study of IT Effects: A New Look at DeSanctis and Poole's Concepts of Structural Features and Spirit,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Agendas, Alternatives, and Public Policies 2/E",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Analysing policy,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,A Qualitative Study of Legacy Systems Modernisation for Citizen-Centric Digital Government,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Arranjos institucionais e capacidades estatais em nível subnacional: a política de educação em direitos humanos de São Paulo,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Building State Capability,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Capacidades estatais e seus efeitos nas políticas municipais de educação,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Contratos, códigos e controle: a influência das big techs no Estado brasileiro",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Critical Realism and Affordances: Theorizing IT-Associated Organizational Change Processes,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Diagnostic Model for IT Governance Assessment in Federal Public Universities (2025) - RAC,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Dynamics of Organizational Practices and Identities - Oxford Scholarship,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,eGovernment in Africa: Promise and Practice,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Escaping Capability Traps through Problem-Driven Iterative Adaptation (PDIA),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Fichamento: Andrews, Pritchett & Woolcock — Building State Capability",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Governança de Tecnologia da Informação: a meio caminho entre o isomorfismo e a comoditização,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Governança Digital: Plataformas de internet, soberania digital e inteligência artificial",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,INOVAÇÃO ABERTA E JUSTIÇA DIGITAL: transformação disruptiva do Judiciário por meio da colaboração com empresas startups,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Metis AI: The Overlooked Middle Zone Between AI-Native and World-Movers,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,O impacto do modelo gerencial na Administração Pública: um breve estudo sobre a experiência internacional recente,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Percepções sobre um Processo de Software sob o Ponto de Vista das Equipes de Desenvolvimento: Um Estudo de Caso,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Persistent Implementation Failure in Development:,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Policy Paradox,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Problem definition in policy analysis,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Seeing Like a State,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Sensemaking in Organizations,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Soberania Digital e Inteligência Artificial no Brasil,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Soberania digital: para quê e para quem? Análise conceitual e política do conceito a partir do contexto brasileiro,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Social Media Use in Organizations: Exploring the Affordances of Visibility, Editability, Persistence, and Association",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Sociomateriality: Challenging the Separation of Technology, Work and Organization",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Strengthening Metis Around Routine Health Information Systems in Developing Countries,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"Tecnologias da informação, concentração de conhecimentos e relações internacionais: a atuação da Microsoft no Brasil",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Teoria dos Custos de Transação e Mecanismos de Governança na Administração Pública,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,The Ecological Approach to the Visual Perception of Pictures,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,The effects of communication networks on shared social identity and group performance,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,The impact of IT governance and management on the performance of Brazilian public-sector organizations,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,The impact of legacy systems on digital transformation in European public administration: Lesson learned from a multi case analysis,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,The Role of Agile Values in Enhancing Good Governance in Public Administration during the COVID-19 Crisis: An International Survey,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,The Social Psychology of Organizing — second edition,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Uma proposta de melhoria para o processo de requisitos em projetos do Núcleo de Práticas de Informática da UFC de Quixadá,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Uma reforma gerencial da administração pública no Brasil,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,"When Flexible Routines Meet Flexible Technologies: Affordance, Constraint, and the Imbrication of Human and Material Agencies",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-fundamentacao,Where Are the Missing Masses? The Sociology of a Few Mundane Artifacts,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,A bordo do ExpressoBR: uma história do software livre e suas promessas para o Brasil no início do século 21,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Academic Literature on Open Source Research & Methods,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Adoção de Tecnologia: Um estudo sobre o uso de software livre nas empresas,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Arcabouço TI BR V2,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Arqueologia SIAPE: Fita Espelho,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Arqueologia SIAPE: Manual do Webservice,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Auditoria do Arcabouço Normativo de TI da Administração Pública Federal,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Autorização para abertura de dispensa eletrônica — Processo Administrativo nº 63397.000910/2026-43,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Data-driven-Digital-Innovation-to-Strengthen-Integrity-TCUs-Payroll-Oversight-in-Brazil,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: CadÚnico,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: Caixa Tem,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: CAR/SICAR,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: Estaleiro,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: gov.br,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: Pix,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: RNDS,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: SIGEPE,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: SPED,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo de caso: Urna,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo Técnico Preliminar 13/2025,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo Técnico Preliminar 17/2026,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo Técnico Preliminar 22/2025 — infraestrutura de virtualização de servidores (VMware vSphere),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Estudo Técnico Preliminar 3/2026 e anexos — Central de Atendimento Multimeios (Contact Center Omnichannel),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,"Estudo Técnico Preliminar da Contratação — registro de preços para licenças de aplicativos, softwares e sistemas operacionais Microsoft",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Implementação de software livre no governo federal: um estudo de caso de adoção do comum,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Integração de normativos,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Mapeamento normativo do SISP,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Nota Técnica SEI nº 8943-2021-ME,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Plano de Transformação Digital da Controladoria-Geral da União,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,"Plano de Transformação Digital do Ministério da Ciência, Tecnologia e Inovação",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Plano de Transformação Digital do Ministério da Fazenda,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Plano de Transformação Digital do Ministério da Gestão e da Inovação em Serviços Públicos (PTD-MGI),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Termo de Referência 32/2026,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Um estudo sobre a aceitação e utilização de Software Livre e de Código Aberto na Universidade Federal do Ceará com base na aplicação do modelo UTAUT,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-implementacao,Vigilancia-contra-fraudes-Brasil-Relatorio,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Acórdão 1200/2014-TCU-Plenário — Relatório de Levantamento (TC 023.414/2013-8),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Acórdão 1464/2019-TCU-Plenário — Relatório de Auditoria, UFS (TC 019.523/2017-3)",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Acórdão 2569/2018-TCU-Plenário — Relatório de Auditoria, SETIC (TC 030.236/2016-9)",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Acórdão 2591/2021-TCU-Plenário — Relatório de Levantamento (TC 032.462/2019-0),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Ato nº 2.436, de 7 de março de 2023 (Anatel)",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Decreto nº 11.299/2022 — Alteração do Decreto nº 9.612/2018 (políticas públicas de telecomunicações),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Decreto nº 11.816/2023 — Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Decreto nº 12.069/2024 — Estratégia Nacional de Governo Digital e Rede Gov.br,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Decreto nº 12.103/2024 — Estrutura Regimental do Instituto Nacional de Tecnologia da Informação,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Decreto nº 12.198/2024 — Estratégia Federal de Governo Digital 2024–2027 e Infraestrutura Nacional de Dados,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Decreto nº 7.579/2011 — Sistema de Administração dos Recursos de Tecnologia da Informação (SISP),firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Instrução Normativa SGD/ME nº 1 (versão compilada, julho de 2022)",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Instrução Normativa SGD/ME nº 94, de 23 de dezembro de 2022",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Instrução Normativa SGP-ENAP/MGI nº 11, de 27 de março de 2024",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Instrução Normativa SGP-ENAP/SEDGG/ME nº 21, de 2021",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Lei nº 12.682/2012 — Elaboração e arquivamento de documentos em meios eletromagnéticos,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Lei nº 14.129, de 29 de março de 2021",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Lei nº 14.600/2023 — Organização básica dos órgãos da Presidência da República,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Lei nº 15.358, de 24 de março de 2026",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Lei nº 8.112, de 11 de dezembro de 1990 — Regime jurídico dos servidores públicos civis da União",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Portaria Conjunta SGD/SGP/MGI nº 13, de 2025",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Portaria GSI/PR nº 59, de 26 de julho de 2018",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Portaria SGD/ME nº 778, de 4 de abril de 2019 — implantação da Governança de TIC",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Portaria SGD/MGI nº 6.618, de 25 de setembro de 2024",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,Resolução Anatel nº 715/2019 — Regulamento de Avaliação da Conformidade e de Homologação de Produtos para Telecomunicações,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-normativo,"Resolução CPGD/MGI nº 2, de 30 de outubro de 2024",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Cartilha de Governança de Dados — Volume I: Conceitos Iniciais,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Cartilha do Catálogo Nacional de Dados,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,CGEIT Review Manual 2010,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Compliance Digital,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Compliance - Finance,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Compliance - Investigações,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Compliance na América Latina,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Compliance - Pilares,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Compliance - Risk Assessment,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,COSO ERM: Integrating with Strategy and Performance — Executive Summary,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Executive's Guide to COSO Internal Controls: Understanding and Implementing the New Framework,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Extrator de Dados SIAPE — Manual,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Gov Hub: um guia prático para integração e qualificação de dados públicos,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Guia de integração dos sistemas eletrônicos de frequência com o SIAPE v1.9,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,"Guia Livre: Referência de Migração para Software Livre do Governo Federal, Versão 1.0",firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Internal Control Audit and Compliance: Documentation and Testing Under the New COSO Framework,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Manual de Padrões para Iniciação do Pix v2.6.2,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,manual de procedimento do extrator de dados DW SIASS,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Manual do eSocial,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Manual do Siorg — Cadastro de Estruturas Organizacionais,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Manual Operacional SIAPE Saúde - Perfil Administrativo,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Manual Operacional SIAPE Saúde - Perfil Gestor,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Manual para utilização da API Siape Afastamento v1.4,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Pilares do Compliance - CGU,firma,00000000-0000-0000-0000-000000000002,2026-08-08
capacidade-estatal,ce-prescritivo,Transparência e uso de dados em gestão de pessoas no setor público: guia de referência — sumário executivo,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",A Comparative Performance Study of the Matrix /sync Endpoint on Synapse and Tuwunel,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Análise dos modelos e contratos de desenvolvimento de software na administração direta do governo federal: a crise na produção de software e as alternativas à fábrica de software,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",Architecture Patterns with Python,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",AWS Well-Architected Framework,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",COBIT 2019 Framework: Governance and Management Objectives,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",COBIT 5: A Business Framework for the Governance and Management of Enterprise IT,firma,00000000-0000-0000-0000-000000000002,2026-08-08
engenharia-software,"",COBIT 5: Enabling Processes,firma,00000000-0000-0000-0000-000000000002,2026-08-08
